Filled container:
0: It is a tree: name = sprtfwccnojo, age = 1555224436
2268: It is a flower: name = sw, type = 2
2269: It is a bush: name = glfnaxzabtwmrzap, flowering month = 2
2270: It is a bush: name = rotlojqoawq, flowering month = 6
2271: It is a bush: name = hwswahzpnielb, flowering month = 8
2272: It is a tree: name = b, age = 821769634
2273: It is a tree: name = ffxswqnelb, age = 1227356926
2274: It is a bush: name = p, flowering month = 7
2275: It is a bush: name = c, flowering month = 4
2276: It is a tree: name = axvyuh, age = 794083868
2277: It is a flower: name = joaruchf, type = 1
2278: It is a bush: name = gcmh, flowering month = 5
2279: It is a bush: name = fu, flowering month = 12
2280: It is a flower: name = kiqumwpirunvieemgudg, type = 1
2281: It is a flower: name = srv, type = 2
2282: It is a flower: name = bnoejisnyrjtluf, type = 2
2283: It is a tree: name = kfpkgtpeqpnuqrej, age = 1626676614
2284: It is a bush: name = ieaqvuvoaqc, flowering month = 1
2285: It is a tree: name = svwyczyzsaafllkcmkf, age = 1542010640
2286: It is a flower: name = nnxhybtqddrt, type = 2
2287: It is a bush: name = zdzziezvhzxtlfuerjyf, flowering month = 10
2288: It is a bush: name = bjsijgymxdxg, flowering month = 3
2289: It is a bush: name = figfej, flowering month = 10
2290: It is a flower: name = qzziyzro, type = 2
2291: It is a flower: name = xhxjnjvtyrikfrf, type = 1
2292: It is a flower: name = vihld, type = 1
2293: It is a flower: name = bnbsbrgl, type = 1
2294: It is a bush: name = bcjlftdgyxiixxkgfo, flowering month = 3
2295: It is a bush: name = qrfgjpclmxhutwcjqq, flowering month = 9
2296: It is a tree: name = gwh, age = 1669304161
2297: It is a flower: name = ztxplwcjkmowwezifnro, type = 3
2298: It is a bush: name = rzbbrtjbuvgiog, flowering month = 8
2299: It is a bush: name = wgikrdhhpajo, flowering month = 10
2300: It is a flower: name = ny, type = 2
2301: It is a bush: name = fvmps, flowering month = 11
2302: It is a tree: name = oqjnglwnwxhplfzrsb, age = 1130805769
2303: It is a tree: name = wezkzk, age = 431529366
2304: It is a tree: name = qlclrutgpqzgj, age = 2122017031
2305: It is a flower: name = yykluyetvvhir, type = 3
2306: It is a tree: name = lmmhf, age = 216076083
2307: It is a tree: name = clprmdckom, age = 1145801770
2308: It is a tree: name = zikwrntpbrgjuvt, age = 685835595
2309: It is a tree: name = jjpbcjeuoyprxbio, age = 1263614556
2310: It is a bush: name = acdctsrguomakgyd, flowering month = 6
2311: It is a flower: name = azstdupreavjlclfk, type = 2
2312: It is a flower: name = pcbibpqnnlbrlqpe, type = 2
2313: It is a bush: name = znohsgwfymjpljmsto, flowering month = 7
2314: It is a flower: name = lhosoqyceensrnugef, type = 2
2315: It is a tree: name = ooehgoiytajwymmusr, age = 1152061606
2316: It is a tree: name = f, age = 1134136330
2317: It is a bush: name = dikzhfkzecitmornvze, flowering month = 3
2318: It is a bush: name = wicsbrnhvxtpakblvlb, flowering month = 2
2319: It is a bush: name = mupe, flowering month = 10
2320: It is a tree: name = wrkwtmulejywxmgqs, age = 1044509109
2321: It is a bush: name = nvqpusgfdxufsqru, flowering month = 9
2322: It is a tree: name = zcrnhydehiwkhssigvgy, age = 2048226820
2323: It is a tree: name = khmzxgdovqrwqafic, age = 1740896265
2324: It is a tree: name = zwyfpz, age = 2147447216
2325: It is a flower: name = prn, type = 2
2326: It is a bush: name = oqxdkypgohwrzifeperh, flowering month = 4
2327: It is a flower: name = tc, type = 1
2328: It is a tree: name = rovikmfdikclbuqwb, age = 1894276971
2329: It is a tree: name = wynlfrext, age = 1151864608
2330: It is a bush: name = la, flowering month = 5
2331: It is a tree: name = f, age = 169277795
2332: It is a bush: name = zkj, flowering month = 6
2333: It is a bush: name = outykjdhgdqu, flowering month = 1
2334: It is a flower: name = zeeekvtojip, type = 1
2335: It is a tree: name = ghnsm, age = 1643541227
2336: It is a flower: name = ypfekvvefmzsh, type = 3
2337: It is a flower: name = acblkczdbwtdwxxcrg, type = 2
2338: It is a tree: name = dadlizuyqnsf, age = 1861030296
2339: It is a flower: name = rvyxvahesjwcgwjgcor, type = 1
2340: It is a bush: name = sfhfzafeupeizemraws, flowering month = 11
2341: It is a bush: name = xawapxhdqc, flowering month = 12
2342: It is a flower: name = cklpudcmsrdneltrnv, type = 3
2343: It is a bush: name = pcfmgxwjtab, flowering month = 5
2344: It is a tree: name = snch, age = 411031478
2345: It is a flower: name = wubrwazxqe, type = 3
2346: It is a flower: name = cdv, type = 3
2347: It is a tree: name = xsxnyrsoavbp, age = 1129276247
2348: It is a bush: name = c, flowering month = 10
2349: It is a tree: name = lmvoyvwrwg, age = 1170074327
2350: It is a tree: name = oqexui, age = 802605941
2351: It is a flower: name = hujw, type = 2
2352: It is a bush: name = nwpwlrzgvvdto, flowering month = 7
2353: It is a flower: name = npzlpmidmigcdvrre, type = 2
2354: It is a tree: name = tcerbtqm, age = 303250728
2355: It is a flower: name = zggbunpxvfamvgavsvh, type = 3
2356: It is a flower: name = kh, type = 2
2357: It is a tree: name = zjolvmwqbemkjkqqk, age = 1008358087
2358: It is a flower: name = tlarwh, type = 3
2359: It is a flower: name = hhibcwbszwkhhlop, type = 2
2360: It is a bush: name = n, flowering month = 11
2361: It is a tree: name = tynyaunitonapqc, age = 1270818435
2362: It is a bush: name = ncxgu, flowering month = 3
2363: It is a flower: name = bxvbiwswaqyjocdrrsgm, type = 3
2364: It is a flower: name = sj, type = 2
2365: It is a flower: name = fsrqdueflvkzttmjfogn, type = 2
2366: It is a flower: name = utzhoshynwhknb, type = 3
2367: It is a bush: name = hecjmqvmreq, flowering month = 5
2368: It is a tree: name = jnsoydnmwlqrgsof, age = 1895197263
2369: It is a tree: name = gpsfjrcutgythbacsroe, age = 293280685
2370: It is a bush: name = ybtjkxqlyxeflvy, flowering month = 1
2371: It is a tree: name = fgs, age = 614087170
2372: It is a tree: name = textzlpizvyyyfgje, age = 532341373
2373: It is a tree: name = wh, age = 1278955064
2374: It is a flower: name = rpwv, type = 3
2375: It is a flower: name = yqbpce, type = 2
2376: It is a flower: name = hciutqmyzogq, type = 2
2377: It is a flower: name = mkkyz, type = 1
2378: It is a bush: name = fllurqvyrdeqa, flowering month = 1
2379: It is a bush: name = vjvexzesxvbgi, flowering month = 1
2380: It is a bush: name = mvxrcbjn, flowering month = 3
2381: It is a bush: name = yrnrbdr, flowering month = 12
2382: It is a flower: name = vovjpmk, type = 1
2383: It is a flower: name = opjlfpwzhpqfd, type = 1
2384: It is a flower: name = hxvydeivvcyquwtdwmbe, type = 2
2385: It is a bush: name = fixojxbzymrkpxxhaoj, flowering month = 9
2386: It is a bush: name = jjmfqpmsvgrhazzrzwd, flowering month = 3
2387: It is a bush: name = fiiswjdpq, flowering month = 5
2388: It is a flower: name = fgmqawde, type = 2
2389: It is a bush: name = mvzbsxmeu, flowering month = 5
2390: It is a tree: name = rhzgayyaumhqilifrhw, age = 51797759
2391: It is a tree: name = pwdi, age = 1022782756
2392: It is a flower: name = htfybvbdapzafqwmex, type = 3
2393: It is a flower: name = fqmlhnvdt, type = 3
2394: It is a tree: name = nuwfuakoizrvqblflgpr, age = 2012007033
2395: It is a flower: name = wvcyxztjgfcuprac, type = 3
2396: It is a tree: name = jguttlalqhxyy, age = 899952531
2397: It is a tree: name = ddwwsltzsabz, age = 93954104
2398: It is a flower: name = kfpyawzssxbgjmcjb, type = 2
2399: It is a flower: name = vj, type = 2
2400: It is a bush: name = ozgwjnsnmepjyllomc, flowering month = 1
2401: It is a bush: name = jivcmtagjaitilur, flowering month = 5
2402: It is a tree: name = oix, age = 1038197652
2403: It is a flower: name = nxptszspqlvdzgwhgyh, type = 3
2404: It is a tree: name = idypsidkjlow, age = 1918693779
2405: It is a bush: name = ldwccxvawuqaf, flowering month = 6
2406: It is a bush: name = wp, flowering month = 12
2407: It is a bush: name = ehsc, flowering month = 4
2408: It is a tree: name = ppupgoujyne, age = 1035785905
2409: It is a flower: name = wtmpoar, type = 3
2410: It is a bush: name = vxkxgukmqzbjv, flowering month = 12
2411: It is a tree: name = kiinsrlid, age = 2102784364
2412: It is a bush: name = ouzve, flowering month = 12
2413: It is a tree: name = bxcskebjcu, age = 1378035532
2414: It is a flower: name = j, type = 2
2415: It is a flower: name = sblrzkccnmizidygu, type = 3
2416: It is a bush: name = daslevqltqigjhnkitk, flowering month = 1
2417: It is a tree: name = sihtbftdfomdkgmcytnd, age = 2128947374
2418: It is a bush: name = yij, flowering month = 1
2419: It is a flower: name = hukwgzvw, type = 2
2420: It is a flower: name = sxhv, type = 3
2421: It is a bush: name = brjsmrslkcfuwxcrf, flowering month = 2
2422: It is a tree: name = xdhij, age = 611143827
2423: It is a flower: name = iqkaz, type = 1
2424: It is a tree: name = sdxystovckeh, age = 832576286
2425: It is a tree: name = uafmvlsu, age = 419346731
2426: It is a bush: name = ejcyhcwowjogvjn, flowering month = 8
2427: It is a tree: name = aud, age = 1249434883
2428: It is a flower: name = cktnffozohrunvzhyjhh, type = 3
2429: It is a tree: name = mbwvaowkeutejy, age = 2144799060
2430: It is a tree: name = hyvkgmptvhwejqp, age = 705134013
2431: It is a bush: name = uoxwilziev, flowering month = 7
2432: It is a tree: name = emjgjdnepyysntadfsuy, age = 362662540
2433: It is a flower: name = fclxapsolzlejg, type = 2
2434: It is a tree: name = bgrmqgd, age = 149848192
2435: It is a tree: name = vcjymyinbu, age = 1224211808
2436: It is a flower: name = rvdpnarrhuppervcmofa, type = 2
2437: It is a bush: name = czimqc, flowering month = 1
2438: It is a bush: name = uhvnphykehunrdsezmic, flowering month = 7
2439: It is a flower: name = zxrq, type = 3
2440: It is a tree: name = fivhdrfhzfgqvj, age = 1524771683
2441: It is a tree: name = qet, age = 142353312
2442: It is a tree: name = vmlwwngi, age = 1556758281
2443: It is a tree: name = xbyxjshluhqnpgoseyym, age = 335237688
2444: It is a flower: name = dtogna, type = 3
2445: It is a bush: name = wocvkfmqrhioxh, flowering month = 4
2446: It is a flower: name = qugaasfxackavq, type = 1
2447: It is a bush: name = ezufljidexkdf, flowering month = 12
2448: It is a bush: name = mxbhxjmoazepqhhq, flowering month = 9
2449: It is a tree: name = tb, age = 1467521366
2450: It is a tree: name = p, age = 229450075
2451: It is a flower: name = xvodkdktdclo, type = 2
2452: It is a tree: name = kqilagpabkwlefvt, age = 410312047
2453: It is a tree: name = cnvrmfalwvdl, age = 123743461
2454: It is a flower: name = smvhroitgavmxgfp, type = 1
2455: It is a flower: name = nlvmktalqrki, type = 2
2456: It is a tree: name = bqnugnuaoyb, age = 962466278
2457: It is a tree: name = tch, age = 134762658
2458: It is a bush: name = noyua, flowering month = 11
2459: It is a tree: name = pydpvyycbflspdwunzlt, age = 1407224068
2460: It is a flower: name = yotfhtidnipinhgi, type = 1
2461: It is a bush: name = gsfofflahnpzxza, flowering month = 9
2462: It is a tree: name = wwhviaohnkzqhmcbp, age = 1155125059
2463: It is a tree: name = ezpzgmntglqlppmfalbf, age = 1788509625
2464: It is a tree: name = cmndhoogblaxjhjru, age = 128848621
2465: It is a flower: name = rluurlcefrbfnodnlvm, type = 1
2466: It is a bush: name = tbwuhikyydt, flowering month = 5
2467: It is a tree: name = m, age = 1395119268
2468: It is a bush: name = jlisntfk, flowering month = 12
2469: It is a bush: name = mgslzyai, flowering month = 6
2470: It is a bush: name = bhzplvbqcfpaeuxtxz, flowering month = 3
2471: It is a bush: name = n, flowering month = 4
2472: It is a flower: name = rbukbhqi, type = 3
2473: It is a flower: name = wiugvyajmrqnvqny, type = 3
2474: It is a tree: name = zbf, age = 1908495837
2475: It is a flower: name = uhyhekvcoapwsrtbwf, type = 2
2476: It is a bush: name = uuv, flowering month = 3
2477: It is a bush: name = klzgo, flowering month = 6
2478: It is a flower: name = rqtugnejumnkidxwbr, type = 2
2479: It is a tree: name = lvhvizlcdbvidoim, age = 1129682866
2480: It is a flower: name = dcnesfcudhliwnx, type = 1
2481: It is a tree: name = yueef, age = 1314361073
2482: It is a bush: name = dzwczmaqbxbpuuxltxu, flowering month = 8
2483: It is a bush: name = tejesmkxq, flowering month = 10
2484: It is a tree: name = fqyzimulzuprzknw, age = 536553104
2485: It is a tree: name = tpwobfamenmsxyafro, age = 1021454004
2486: It is a flower: name = ywpkesmxwqvhy, type = 3
2487: It is a tree: name = bejlocjeuvnxwnx, age = 1222057722
2488: It is a bush: name = eonvsseiiui, flowering month = 10
2489: It is a flower: name = hrafapubreigsw, type = 3
2490: It is a bush: name = hle, flowering month = 7
2491: It is a bush: name = nmprkxbbiecruggcyjt, flowering month = 10
2492: It is a tree: name = rjahpzdha, age = 72476733
2493: It is a tree: name = dgunrzfptccukh, age = 1438841979
2494: It is a bush: name = ydbuat, flowering month = 10
2495: It is a bush: name = eyzfqkupctty, flowering month = 10
2496: It is a tree: name = gssdszrmubxyaxc, age = 436993470
2497: It is a bush: name = nsvut, flowering month = 11
2498: It is a tree: name = bbrzvcygxkleljs, age = 1939157667
2499: It is a tree: name = mhv, age = 957460784
2500: It is a tree: name = voawnsfbe, age = 1884328050
2501: It is a flower: name = ykxqfaqdyddxfgg, type = 3
2502: It is a bush: name = sgtg, flowering month = 8
2503: It is a tree: name = qvo, age = 1538746565
2504: It is a bush: name = pr, flowering month = 5
2505: It is a tree: name = ujxb, age = 288221176
2506: It is a bush: name = sjqdfqtrjgjvupdih, flowering month = 5
2507: It is a bush: name = chtytps, flowering month = 3
2508: It is a flower: name = ljglupcb, type = 2
2509: It is a bush: name = mtrdbkcvzlyyhvyqfiyu, flowering month = 2
2510: It is a bush: name = fmbwbqket, flowering month = 1
2511: It is a tree: name = scajxivmidlihyji, age = 351972061
2512: It is a bush: name = nwlnynbkjpvmzjlic, flowering month = 8
2513: It is a bush: name = ppjcaomb, flowering month = 11
2514: It is a flower: name = wuzjcooovnzscyhnow, type = 3
2515: It is a tree: name = as, age = 1466423904
2516: It is a bush: name = ov, flowering month = 9
2517: It is a bush: name = idtitayxqzlgwtl, flowering month = 12
2518: It is a bush: name = ocztmoewst, flowering month = 6
2519: It is a flower: name = hmfh, type = 2
2520: It is a bush: name = wzviyuknahjh, flowering month = 1
2521: It is a bush: name = glvvmqo, flowering month = 4
2522: It is a tree: name = yohhozfjeimqjbadxedo, age = 1519820568
2523: It is a tree: name = xs, age = 2119891712
2524: It is a tree: name = hthkbbvahijr, age = 1510288916
2525: It is a bush: name = dtluvgqyiwjy, flowering month = 1
2526: It is a bush: name = fkjy, flowering month = 12
2527: It is a tree: name = hwh, age = 533395033
2528: It is a tree: name = qfvkbptkzxgvjbhn, age = 2003408430
2529: It is a flower: name = uxtgkixefetl, type = 2
2530: It is a flower: name = iwlaxrzsnkhvsztschg, type = 1
2531: It is a flower: name = reaxuzywkrp, type = 2
2532: It is a tree: name = grhbh, age = 1514080759
2533: It is a flower: name = mhlrd, type = 3
2534: It is a bush: name = oxipmoen, flowering month = 9
2535: It is a bush: name = rrylsikxsbqfut, flowering month = 8
2536: It is a bush: name = qssnnefqprm, flowering month = 1
2537: It is a bush: name = nrjdh, flowering month = 1
2538: It is a bush: name = xzhsvjrjyqav, flowering month = 6
2539: It is a flower: name = paitwrbmp, type = 1
2540: It is a tree: name = gzxmrj, age = 1500360084
2541: It is a bush: name = pwojprrzbbyrgj, flowering month = 8
2542: It is a bush: name = hcptgoaiahzpwhujvnu, flowering month = 12
2543: It is a flower: name = lucmmawxywhlyxac, type = 3
2544: It is a bush: name = n, flowering month = 9
2545: It is a flower: name = vtsjadl, type = 1
2546: It is a bush: name = ibyy, flowering month = 3
2547: It is a tree: name = uvrgivxbsxfimfajfjp, age = 1534101982
2548: It is a tree: name = ypejltiywkqdzl, age = 874380948
2549: It is a tree: name = vvqhyplh, age = 686367528
2550: It is a tree: name = xjbrjwtwcrcvk, age = 377739123
2551: It is a tree: name = wuqgczozgv, age = 1505428393
2552: It is a tree: name = zrxvxlbok, age = 1803813459
2553: It is a tree: name = eeqhvcbmktmz, age = 1004732011
2554: It is a tree: name = sf, age = 1752513384
2555: It is a flower: name = vkrzcizhdf, type = 3
2556: It is a bush: name = kqlopidyfoybqlsl, flowering month = 11
2557: It is a flower: name = mbfovritbpdlmikm, type = 3
2558: It is a tree: name = lwacslcyhotj, age = 266760861
2559: It is a bush: name = nuonidd, flowering month = 9
2560: It is a flower: name = by, type = 2
2561: It is a tree: name = hzlzdxssurzapqq, age = 1178276812
2562: It is a flower: name = bti, type = 1
2563: It is a tree: name = bhfhdisuegeheazj, age = 422223945
2564: It is a bush: name = ujjkddniijmztkaui, flowering month = 12
2565: It is a flower: name = bviigmu, type = 3
2566: It is a flower: name = yzzwy, type = 3
2567: It is a bush: name = iflx, flowering month = 10
2568: It is a tree: name = mh, age = 1104924789
2569: It is a bush: name = bkvpzfoejkvk, flowering month = 8
2570: It is a tree: name = fjmjvpoqqe, age = 1105944826
2571: It is a bush: name = fhlpal, flowering month = 6
2572: It is a bush: name = ilsj, flowering month = 12
2573: It is a tree: name = jvwnkjcmcchqz, age = 1711287555
2574: It is a flower: name = s, type = 2
2575: It is a bush: name = meyhgzwdcxmkvfgov, flowering month = 8
2576: It is a tree: name = crvbmmw, age = 388615277
2577: It is a bush: name = ybejyrcelpzohaouyyy, flowering month = 3
2578: It is a tree: name = hrqthcuk, age = 166287666
2579: It is a tree: name = jiljxpv, age = 384352777
2580: It is a bush: name = qi, flowering month = 11
2581: It is a tree: name = ljvnndzbcfjysysi, age = 1363357587
2582: It is a flower: name = tycggkutezvq, type = 3
2583: It is a flower: name = kyudtncggbps, type = 1
2584: It is a bush: name = nuabmiikkvtimx, flowering month = 1
2585: It is a tree: name = tqvfjddgtkqgqmdrh, age = 941114285
2586: It is a bush: name = sezcmizvqycbhxzbpls, flowering month = 5
2587: It is a flower: name = ceumhfuvqptn, type = 2
2588: It is a tree: name = agttygdjlebkewgg, age = 966806135
2589: It is a tree: name = lnlmrz, age = 970660298
2590: It is a flower: name = llbuwjxpnwss, type = 2
2591: It is a flower: name = etfkzzabbh, type = 2
2592: It is a tree: name = sazgafs, age = 504619411
2593: It is a bush: name = hrtclkjyjka, flowering month = 1
2594: It is a flower: name = hvxfxquc, type = 3
2595: It is a bush: name = bfwjvuimaibcurofb, flowering month = 5
2596: It is a bush: name = nzmvinpoojee, flowering month = 6
2597: It is a flower: name = xzae, type = 1
2598: It is a flower: name = bgporzhunfuggcob, type = 2
2599: It is a bush: name = o, flowering month = 4
2600: It is a flower: name = wlyvpjkyoyqhtcg, type = 1
2601: It is a flower: name = ltnbnrkimur, type = 2
2602: It is a flower: name = h, type = 2
2603: It is a bush: name = cv, flowering month = 2
2604: It is a flower: name = qqbleoebqaqyrxoidwhm, type = 1
2605: It is a bush: name = svcjcvhyktljnts, flowering month = 5
2606: It is a tree: name = hpvljjenwa, age = 1374050783
2607: It is a tree: name = ibkyj, age = 574162996
2608: It is a flower: name = nzvvpaw, type = 1
2609: It is a flower: name = okljhigxgdkao, type = 2
2610: It is a flower: name = fltphhvypjeiu, type = 1
2611: It is a bush: name = wkfltzbukwwjtgeb, flowering month = 12
2612: It is a flower: name = rr, type = 2
2613: It is a tree: name = rywuliaglfjbngorc, age = 1789658489
2614: It is a flower: name = eycukjj, type = 2
2615: It is a bush: name = gnfolyi, flowering month = 10
2616: It is a tree: name = jpysvehjzirhdpdam, age = 1339871763
2617: It is a bush: name = bvjezeisoldm, flowering month = 9
2618: It is a bush: name = qp, flowering month = 11
2619: It is a bush: name = xvrzggjiqxejrzaytkcx, flowering month = 11
2620: It is a tree: name = ja, age = 1778908581
2621: It is a bush: name = ybueptaaa, flowering month = 5
2622: It is a flower: name = jpngnth, type = 1
2623: It is a bush: name = mbtxkzu, flowering month = 9
2624: It is a bush: name = wfdheiymmjt, flowering month = 8
2625: It is a tree: name = ntspsofzpmkbic, age = 1444629959
2626: It is a bush: name = umghheti, flowering month = 3
2627: It is a flower: name = gdpzgstbmmqpdjnzoy, type = 1
2628: It is a flower: name = qvdtmrpcdqq, type = 3
2629: It is a bush: name = iiopfr, flowering month = 4
2630: It is a bush: name = saiimvzyfcv, flowering month = 3
2631: It is a tree: name = jxxyuksftunebzpkj, age = 1311630766
2632: It is a flower: name = iggtgkmsvnnokaeryom, type = 3
2633: It is a bush: name = nudctcrigjmokebebrv, flowering month = 5
2634: It is a flower: name = rhotqaqrytlcgaxqo, type = 2
2635: It is a flower: name = o, type = 1
2636: It is a tree: name = juyfpoklwjwwc, age = 1720158202
2637: It is a flower: name = vivyhjtwhbyrctpmlgo, type = 1
2638: It is a bush: name = ebmmxdpnnom, flowering month = 1
2639: It is a flower: name = wfoaoxzmyqbq, type = 2
2640: It is a bush: name = qz, flowering month = 3
2641: It is a bush: name = lllypdhpdxvvapwxxggr, flowering month = 10
2642: It is a bush: name = iozkschokuwhcjuor, flowering month = 11
2643: It is a flower: name = inajxkgyrwqfrz, type = 3
2644: It is a bush: name = sgoucrpadcgysck, flowering month = 8
2645: It is a bush: name = usohyxwnrdetxhixo, flowering month = 7
2646: It is a flower: name = begdldglnhfflx, type = 3
2647: It is a bush: name = zvulphdoc, flowering month = 12
2648: It is a bush: name = ipntihwm, flowering month = 5
2649: It is a bush: name = twvervs, flowering month = 2
2650: It is a flower: name = vzqbrfcy, type = 2
2651: It is a flower: name = emwmrkj, type = 2
2652: It is a tree: name = qbhtoughjcg, age = 630264199
2653: It is a flower: name = dtuhpnzvarun, type = 2
2654: It is a flower: name = erncswypqjogzmo, type = 3
2655: It is a bush: name = otbcfqbhzfugye, flowering month = 11
2656: It is a bush: name = e, flowering month = 3
2657: It is a tree: name = ppue, age = 774129336
2658: It is a tree: name = fzxw, age = 774736281
2659: It is a bush: name = optukg, flowering month = 2
2660: It is a bush: name = aj, flowering month = 3
2661: It is a bush: name = fstzmybfxkdcvtvw, flowering month = 4
2662: It is a bush: name = ha, flowering month = 2
2663: It is a tree: name = hztutlppmpwgnyoiutuq, age = 1322099476
2664: It is a bush: name = ojnqquugqy, flowering month = 11
2665: It is a tree: name = bkdubhrsmervckc, age = 2712500
2666: It is a flower: name = fbbuloy, type = 1
2667: It is a bush: name = ndvzpebdbflya, flowering month = 7
2668: It is a flower: name = siljqjlgiijjwvckliv, type = 1
2669: It is a flower: name = uuyetftco, type = 3
2670: It is a tree: name = wmclnlpsxvdi, age = 193354222
2671: It is a tree: name = oatlcfypgyoqz, age = 207366964
2672: It is a bush: name = oxqn, flowering month = 1
2673: It is a bush: name = obddyxfqaqyvbxlunjoy, flowering month = 11
2674: It is a bush: name = hlrszgcgfazve, flowering month = 12
2675: It is a flower: name = xtjobpokicdxqdfpcv, type = 3
2676: It is a flower: name = tfubklkvucna, type = 3
2677: It is a bush: name = ocoazphtwezjmzla, flowering month = 1
2678: It is a flower: name = novbjokifqx, type = 2
2679: It is a flower: name = taostdvh, type = 2
2680: It is a flower: name = cshlu, type = 3
2681: It is a flower: name = u, type = 1
2682: It is a bush: name = dilkejv, flowering month = 8
2683: It is a bush: name = bumrztuendqtc, flowering month = 11
2684: It is a bush: name = ixocidiqwjaf, flowering month = 10
2685: It is a tree: name = mzqa, age = 1691337977
2686: It is a flower: name = cotdcvtif, type = 2
2687: It is a flower: name = vzipikwscwdcrhwphz, type = 3
2688: It is a tree: name = afoi, age = 898213265
2689: It is a flower: name = nygaugb, type = 2
2690: It is a tree: name = pccs, age = 252295954
2691: It is a flower: name = fjamcw, type = 2
2692: It is a tree: name = ffrfwzmolzb, age = 677878173
2693: It is a flower: name = sfmade, type = 2
2694: It is a bush: name = nxgegevyhhubc, flowering month = 8
2695: It is a bush: name = qbrkactdlqaes, flowering month = 4
2696: It is a bush: name = gdjrzatc, flowering month = 7
2697: It is a flower: name = gkpqxoenkoyq, type = 3
2698: It is a bush: name = hzoiw, flowering month = 8
2699: It is a flower: name = mmpzwlrbficulq, type = 2
2700: It is a tree: name = iqqoxs, age = 1672045557
2701: It is a bush: name = etbcjjcskfhvatsn, flowering month = 8
2702: It is a bush: name = zz, flowering month = 4
2703: It is a flower: name = ege, type = 3
2704: It is a flower: name = ss, type = 1
2705: It is a tree: name = rjs, age = 2057057675
2706: It is a bush: name = g, flowering month = 3
2707: It is a bush: name = jknbixnyyzzugn, flowering month = 8
2708: It is a bush: name = torsg, flowering month = 1
2709: It is a tree: name = nzrurvhtqz, age = 1078098482
2710: It is a flower: name = kvowbgmbhshahr, type = 1
2711: It is a tree: name = pns, age = 1575231514
2712: It is a flower: name = hhzxjgsnsyezkcb, type = 3
2713: It is a flower: name = qquxohv, type = 1
2714: It is a bush: name = wtmqiotsvjetqrashwdl, flowering month = 5
2715: It is a flower: name = eovwguiayomyxdvsosec, type = 2
2716: It is a flower: name = zharqaq, type = 2
2717: It is a flower: name = uzmjkr, type = 1
2718: It is a bush: name = vbgjyw, flowering month = 1
2719: It is a tree: name = tlnojghdw, age = 342134147
2720: It is a bush: name = kivjcqkhikpfmdgtiyfl, flowering month = 6
2721: It is a bush: name = jvo, flowering month = 5
2722: It is a bush: name = d, flowering month = 11
2723: It is a bush: name = fwpwgnramunwmewgz, flowering month = 12
2724: It is a tree: name = wtut, age = 595930809
2725: It is a tree: name = s, age = 300568981
2726: It is a tree: name = qegbe, age = 1494254070
2727: It is a bush: name = gtbccysbjwvjthocbmo, flowering month = 1
2728: It is a bush: name = tarpawikzepbi, flowering month = 5
2729: It is a bush: name = mzjmcrxxbmglnu, flowering month = 2
2730: It is a bush: name = dcgvfgzpv, flowering month = 4
2731: It is a bush: name = dwpdbbnpviwhqlgecleg, flowering month = 10
2732: It is a tree: name = mmnfhzcg, age = 621712113
2733: It is a flower: name = noyyxksqtvovnslig, type = 3
2734: It is a tree: name = idwhnoswdysv, age = 1395740548
2735: It is a tree: name = jtzpots, age = 1056643732
2736: It is a tree: name = jnscaaauclinemep, age = 1174528563
2737: It is a tree: name = huejrphijhvqlwtqt, age = 2135921922
2738: It is a bush: name = ododafftjymeqwkwejt, flowering month = 2
2739: It is a tree: name = zhrkrprnzgnpvjh, age = 1882215245
2740: It is a flower: name = gam, type = 1
2741: It is a tree: name = ymqeiyaheatbnrf, age = 1618977751
2742: It is a tree: name = bolsr, age = 2065434115
2743: It is a bush: name = u, flowering month = 3
2744: It is a bush: name = rrwqvkofoeutoxwmdisz, flowering month = 5
2745: It is a bush: name = wpydpbujvpfzdobtpy, flowering month = 3
2746: It is a bush: name = tremvjfionvpdbd, flowering month = 2
2747: It is a tree: name = lwgleavvsnlreswdks, age = 1436352581
2748: It is a bush: name = l, flowering month = 6
2749: It is a flower: name = opawix, type = 3
2750: It is a tree: name = ogahxx, age = 1889396197
2751: It is a flower: name = mmxg, type = 1
2752: It is a tree: name = hdpisstib, age = 802352651
2753: It is a bush: name = uueogzvqehxpinygrpi, flowering month = 10
2754: It is a bush: name = ithtezit, flowering month = 9
2755: It is a flower: name = fbtbokpzsdvmj, type = 1
2756: It is a tree: name = dnzlrehzvrtamh, age = 2108818386
2757: It is a tree: name = uibok, age = 1125361706
2758: It is a bush: name = szxt, flowering month = 4
2759: It is a flower: name = zohlcommgpdwuqyf, type = 2
2760: It is a flower: name = mcloshoaocnj, type = 2
2761: It is a bush: name = iohzttxp, flowering month = 9
2762: It is a tree: name = vcbnepzbjbv, age = 853139424
2763: It is a bush: name = yigkmvrolasfdftwch, flowering month = 10
2764: It is a bush: name = tcebcpektz, flowering month = 11
2765: It is a bush: name = cazxidpvz, flowering month = 12
2766: It is a bush: name = wtheol, flowering month = 11
2767: It is a tree: name = tx, age = 1614726569
2768: It is a flower: name = xlf, type = 2
2769: It is a flower: name = vaomtvgzintwrmcbzhze, type = 3
2770: It is a bush: name = iufg, flowering month = 1
2771: It is a bush: name = iokhhvoahbzvicodhr, flowering month = 7
2772: It is a tree: name = lez, age = 2103649795
2773: It is a flower: name = arfze, type = 1
