Filled container:
0: It is a tree: name = oxtbdmtmngljzyzxskly, age = 663250620
5571: It is a bush: name = ttgdxbgrsrpocgxdbdnp, flowering month = 2
5572: It is a tree: name = vkqgixgdkxgyokkorbgp, age = 1345715298
5573: It is a bush: name = ndmwpnajpixjewsqiomu, flowering month = 8
5574: It is a bush: name = kdvbngqlnmfvkthhrsya, flowering month = 10
5575: It is a tree: name = ulhcqoecwhwxsicndvbi, age = 580863650
5576: It is a flower: name = kfwaqmlrxvwvipgzaxpq, type = 3
5577: It is a tree: name = uznvrnvcdfvjubfnlnoq, age = 745957634
5578: It is a flower: name = wtotsraidtoepgcjjxof, type = 2
5579: It is a tree: name = gmbmnitwpmgxtkbnfpkw, age = 102432531
5580: It is a tree: name = cuhystylgawmglnaaypn, age = 53482956
5581: It is a bush: name = cozmaftkhdszmqudyhia, flowering month = 12
5582: It is a tree: name = dvtbosknweufieavvruk, age = 1021203398
5583: It is a bush: name = egbevrbobmlzuwkvrfuh, flowering month = 1
5584: It is a tree: name = zlaomuzdlovrklclqjdi, age = 1137701740
5585: It is a tree: name = rvilvnssrvbmqyscbyvq, age = 1519435701
5586: It is a bush: name = edivvjzbqekspyuvhogh, flowering month = 7
5587: It is a tree: name = qhbthulbeynlzpedguid, age = 1601161330
5588: It is a flower: name = wrqbdlnxwtydpaeexuvz, type = 2
5589: It is a flower: name = anhqshaqyojoxawlaaww, type = 2
5590: It is a flower: name = boplibdhjoxznuotvajv, type = 2
5591: It is a tree: name = wogmhlaqxrjwrcbzreli, age = 272608220
5592: It is a flower: name = diynqwqdcsyqsespcvhg, type = 1
5593: It is a bush: name = ecnrfjaeaoccrwheljkn, flowering month = 9
5594: It is a bush: name = kdyhsdwpfdynqvpespdi, flowering month = 11
5595: It is a bush: name = cjuoqyiajuowpoxdnsnv, flowering month = 10
5596: It is a flower: name = btklomercwhfayrkvnfo, type = 3
5597: It is a tree: name = fxtddzsebsthntasmrpb, age = 423499632
5598: It is a tree: name = kasbcszxgmpwonobopef, age = 2036419867
5599: It is a flower: name = bdzewfibjvnrfiqscush, type = 1
5600: It is a tree: name = zrjnrazqtynzgmebspyj, age = 1460235251
5601: It is a bush: name = gdbyeqgvxvawxkskqwjl, flowering month = 9
5602: It is a bush: name = bwzktxoefzdplyupdqre, flowering month = 8
5603: It is a bush: name = bdlkkejmijwfmkfammfo, flowering month = 11
5604: It is a flower: name = rzkzuxrjcdegxubdkbjz, type = 2
5605: It is a tree: name = qvboxgkmifjtwbugetrj, age = 544206291
5606: It is a tree: name = gdrxipazzsuxpjyitmhu, age = 748660364
5607: It is a tree: name = rceapiytfeoujiqqtdwh, age = 345615374
5608: It is a flower: name = louuuxfwziflpfwhctgd, type = 3
5609: It is a flower: name = ndsexbmvkhzfdseezbox, type = 2
5610: It is a bush: name = jhkshabxccfjrufwznoc, flowering month = 11
5611: It is a flower: name = zoynpqdmiikfdftxusnd, type = 2
5612: It is a flower: name = pxvqqsjqowoyonnsjygn, type = 3
5613: It is a tree: name = hbgtygtzwombrpovpqit, age = 706841713
5614: It is a flower: name = jsjricvlvtorgrtwckrp, type = 3
5615: It is a tree: name = rmxkmdtjwolpbqwlbiys, age = 230790618
5616: It is a flower: name = kutokfilnopxnkpwzzrw, type = 2
5617: It is a tree: name = mesdxqbfteahkldpkgxx, age = 2177668
5618: It is a flower: name = hvtfcuojiwjurhabehek, type = 3
5619: It is a flower: name = mzsrjztacguvnviozijy, type = 2
5620: It is a bush: name = jbteoszxvvygcucbdkrl, flowering month = 3
5621: It is a tree: name = hlrdkzkdabwlkjjtliet, age = 754991167
5622: It is a flower: name = dmnbjnmcgspwaljnkisk, type = 3
5623: It is a flower: name = kawmltvmaqpnpxphvpse, type = 1
5624: It is a tree: name = bylerokfwplsvdybyuim, age = 1539696410
5625: It is a bush: name = pverdxmolwmwllqaumqa, flowering month = 6
5626: It is a flower: name = hwvuossldmhdtinaiutu, type = 1
5627: It is a flower: name = rvxjxykekcrdeffvucvl, type = 3
5628: It is a flower: name = gfzlbjuwmppdfmitxtte, type = 3
5629: It is a bush: name = gmlrxmrkhfzycobnsgvw, flowering month = 7
5630: It is a bush: name = ngydqosktuyskyutujjz, flowering month = 6
5631: It is a flower: name = bpseqvrisiqrinpanpkf, type = 1
5632: It is a bush: name = alglqajcftscnsooodqc, flowering month = 3
5633: It is a tree: name = zgvyzcmzgwyvqwuxmeli, age = 1481999857
5634: It is a bush: name = zbgkkjyrseajdpdpejpj, flowering month = 12
5635: It is a flower: name = hxyctmwnhxehgfqduccb, type = 1
5636: It is a tree: name = zquakokdgptypucavocv, age = 1344609889
5637: It is a flower: name = aloufdrfumrfxtkawixs, type = 1
5638: It is a bush: name = ziuwnvjokfmthpuukbra, flowering month = 5
5639: It is a flower: name = zpwmbwqveahqmhhwkibn, type = 1
5640: It is a bush: name = bjisjefrtqpdamwleumw, flowering month = 12
5641: It is a tree: name = iztkcnkqsmavcdhehjzl, age = 1635526909
5642: It is a tree: name = piwtwztjcuucnvatxqps, age = 1560610925
5643: It is a bush: name = vrkhxrnuvzwrakchlrnm, flowering month = 1
5644: It is a tree: name = sfclvpdkuihmlvladixo, age = 181298317
5645: It is a tree: name = qipzfnhfhgpldwiaebmr, age = 1701631138
5646: It is a flower: name = qvhbpiscuqosvcfnmccj, type = 1
5647: It is a tree: name = cljpsyzklrqchevxeadz, age = 1722337622
5648: It is a tree: name = czddhwsrdnwcwuidsuwy, age = 1071316948
5649: It is a bush: name = yxbyjxuusbvkbbgfkccq, flowering month = 4
5650: It is a bush: name = pzvaoksajjnjtvixbueh, flowering month = 12
5651: It is a tree: name = gjqgyulutldujvgrqifc, age = 105860536
5652: It is a flower: name = slbrsgjrmqalsimzsjey, type = 3
5653: It is a tree: name = tyheiymusymzzmofkhye, age = 635503365
5654: It is a flower: name = xlgzzopawxumrxerlaxx, type = 1
5655: It is a bush: name = rwgvtcesuoihimzysewg, flowering month = 1
5656: It is a tree: name = kopvttklsthqtsrpowkr, age = 1910677379
5657: It is a bush: name = vokpieogjxsqlqpfvqvm, flowering month = 9
5658: It is a tree: name = vhxdhfjhxlqbrrymbllp, age = 1753057557
5659: It is a flower: name = qmgthpnptotheuwkdgqc, type = 3
5660: It is a tree: name = vesqqugjindgqljkpsmb, age = 931841249
5661: It is a bush: name = ynquktxcyfrupwcpmjky, flowering month = 3
5662: It is a bush: name = nqmuyxdzkbgbsapiphpt, flowering month = 6
5663: It is a tree: name = nztranzgspgotigiluvt, age = 2050258466
5664: It is a flower: name = vhgdazikbrndorkazixo, type = 2
5665: It is a tree: name = pqcypuxqkonbjtkskdiv, age = 408986443
5666: It is a flower: name = efdaprofnfjgvjnybanu, type = 3
5667: It is a bush: name = ojbzlfsdakhwwtrloori, flowering month = 12
5668: It is a flower: name = ikzpxmoqqzhuudyijugq, type = 3
5669: It is a tree: name = yfowsviyzakheigvopxx, age = 1074979635
5670: It is a bush: name = mifhflkfaxmqaryyyodt, flowering month = 1
5671: It is a tree: name = fjgxpnxhkzcosfdeavto, age = 1932302524
5672: It is a flower: name = dgxeejyqcolpxguzztep, type = 2
5673: It is a flower: name = yrpvakdlvikapxblfygk, type = 3
5674: It is a bush: name = umjgceekvfgliufcbljf, flowering month = 4
5675: It is a flower: name = rvrtbyzxhyhhxjoipacj, type = 3
5676: It is a tree: name = xffwizsghpqrrknfiubj, age = 1293469589
5677: It is a flower: name = ewssjqhvrfxoctpjyhgh, type = 1
5678: It is a tree: name = pyyktjdkugbifchcfddr, age = 1048320635
5679: It is a bush: name = zjosresrgoqecaggqnkr, flowering month = 5
5680: It is a flower: name = dgbwsiryvjixfppairaw, type = 1
5681: It is a bush: name = heptcqihqgxqbhennqmv, flowering month = 11
5682: It is a flower: name = euxmkvawqwotyxresewb, type = 3
5683: It is a tree: name = ltronijqgfgfouukqbsu, age = 970523493
5684: It is a tree: name = mozhfpyjqkyylppdxjys, age = 881474877
5685: It is a flower: name = mdoftrddchtkhytnlzkw, type = 1
5686: It is a tree: name = pxzropczsfenclvguxjz, age = 83946232
5687: It is a tree: name = daisgmuqpxomxrtdjpug, age = 1980591897
5688: It is a flower: name = hsfqaxejsqfuxlhnfqzw, type = 1
5689: It is a tree: name = vfvnxrjiqesxvtaniayp, age = 176212508
5690: It is a tree: name = syzlmphqqclxkqxmmohd, age = 621553711
5691: It is a bush: name = lwevhbieqvspipahzwjr, flowering month = 11
5692: It is a tree: name = kegmhpnnktqgtqngbswz, age = 304694636
5693: It is a flower: name = zncspfplcezqmfhlswtn, type = 2
5694: It is a flower: name = tdpsowogxkhnpilinwgm, type = 3
5695: It is a tree: name = lsvfwxhmvrtqogmqcwun, age = 1943440009
5696: It is a tree: name = bbqqavbrbcpfaverscmk, age = 472026709
5697: It is a bush: name = yhqalamajrbeyjtfibmm, flowering month = 11
5698: It is a tree: name = migupkexdexxwnovtfmx, age = 1551314681
5699: It is a bush: name = gycmazlilyqtibueavns, flowering month = 11
5700: It is a flower: name = qizbczzkpgshadlapzll, type = 3
5701: It is a flower: name = rsedzkyfpqsdnwbicynz, type = 1
5702: It is a bush: name = djxfxdphkqmnctwcdyfc, flowering month = 7
5703: It is a tree: name = svauedkkqhleaxwsiboe, age = 760178807
5704: It is a tree: name = srhzfjwukljrfzrjjdcf, age = 487553272
5705: It is a bush: name = bohgzhwjkbgoscucmapg, flowering month = 2
5706: It is a bush: name = zmirzkbrzxohrdrmznpz, flowering month = 11
5707: It is a tree: name = jzjbcuklvpzheudiykzt, age = 218766965
5708: It is a bush: name = nrexjjffyqpssgfnbnew, flowering month = 10
5709: It is a tree: name = einafffyqzcosmjnpejw, age = 446559155
5710: It is a flower: name = krwslhekbekosjghgnvw, type = 1
5711: It is a flower: name = qqeucodswtgssghwuevx, type = 1
5712: It is a flower: name = ovlllwhdclakipxhkbco, type = 2
5713: It is a bush: name = pnarliglosabuegfdlsj, flowering month = 3
5714: It is a tree: name = sopebuliuznbyuosucno, age = 1108878608
5715: It is a flower: name = ebgolfffignozbzuyqco, type = 2
5716: It is a tree: name = oxpbytvqrmbhnyvktaed, age = 51633020
5717: It is a bush: name = mzfszscdbzyknzeuwuav, flowering month = 10
5718: It is a flower: name = tymdykgolwdqvdfjumtk, type = 3
5719: It is a flower: name = vjyrdgmjhekxhgcfsmaa, type = 2
5720: It is a flower: name = lbpwhyuifivqbwyrhnyn, type = 3
5721: It is a tree: name = cfhxsfihytcmippfgyld, age = 502481628
5722: It is a tree: name = yocpgvnxpjyezvctixgj, age = 151864271
5723: It is a bush: name = gnjjpsqfioazdpkwtemr, flowering month = 6
5724: It is a tree: name = zotjuxxcpqreeviizlde, age = 2071979172
5725: It is a flower: name = ihkcpvbjutcyeysmefte, type = 1
5726: It is a bush: name = yaplweuurlappjkbcslp, flowering month = 2
5727: It is a tree: name = bjhylfzlasgsfcvgtkkv, age = 170933836
5728: It is a tree: name = jhlkyilijtcaeycazlyf, age = 1878789351
5729: It is a bush: name = ipddqgkttkuzibpgwuyo, flowering month = 4
5730: It is a tree: name = gemiziubqdyffzsouqii, age = 4212644
5731: It is a tree: name = ykypkzasgkdqjzpsoone, age = 1069912992
5732: It is a tree: name = fkizpehamdsufagocrvt, age = 344019072
5733: It is a flower: name = ttsouximncuayyooyhje, type = 3
5734: It is a tree: name = ylxnfywlbpibctlyjwmj, age = 1099425164
5735: It is a bush: name = pgponbcwhmqrsikhezga, flowering month = 4
5736: It is a flower: name = svowhklubcltoqhcoebd, type = 1
5737: It is a bush: name = bijfgizopxtpqkzwijii, flowering month = 12
5738: It is a tree: name = ctznqzsrgmgzvjdoccyk, age = 1619721780
5739: It is a tree: name = sickaemppuroqgacxkhd, age = 1794289205
5740: It is a tree: name = gqamprhfnprltuhcvwiz, age = 293978029
5741: It is a tree: name = ukmmktjvymmoleivbehd, age = 1794892786
5742: It is a bush: name = mjmirgycuqbpdrnsetrh, flowering month = 3
5743: It is a tree: name = kufxornyyqvoiyvttmri, age = 1934834480
5744: It is a bush: name = tqkpcwstzzqqjecszqul, flowering month = 7
5745: It is a flower: name = sbbxucezvytwoslubljr, type = 2
5746: It is a flower: name = yltasubotnveolnzqoqp, type = 3
5747: It is a flower: name = ikmuieeafrakqymzaqsv, type = 3
5748: It is a tree: name = agurodciubirwcccpzii, age = 410815387
5749: It is a tree: name = retzottywmuzgehmwfop, age = 341331894
5750: It is a bush: name = ffegezkjzviujncqslqu, flowering month = 11
5751: It is a bush: name = darrfdmudhzvubetctcw, flowering month = 3
5752: It is a tree: name = asbsviufnnverrvlkktk, age = 1243739079
5753: It is a flower: name = edsfhrnkiuppsbbockni, type = 3
5754: It is a flower: name = zryqduxtxjonftwvlxfb, type = 3
5755: It is a flower: name = wsmsdsdyhtbmgqhusouy, type = 3
5756: It is a tree: name = laszxwqsddntqhchaura, age = 1283100103
5757: It is a bush: name = dmoxsternsbtokomolgl, flowering month = 2
5758: It is a tree: name = zhyttdukviurofycbxby, age = 1175782442
5759: It is a flower: name = gnaloaqzwlsjghlbltxy, type = 2
5760: It is a flower: name = rvcxqjdowghzyphaezsg, type = 1
5761: It is a tree: name = gfrmnaosyzrhkwxmfjwh, age = 1774200781
5762: It is a bush: name = zawvnfnahndbfwahpzba, flowering month = 4
5763: It is a bush: name = bqexunqtpbweoiicqomc, flowering month = 11
5764: It is a tree: name = hiydrxbasivclyaioglz, age = 1207212574
5765: It is a flower: name = llfsqydswqydbdimpeww, type = 1
5766: It is a flower: name = awrwbtucykgzexemlkoy, type = 1
5767: It is a tree: name = pruaambonkquohyruerj, age = 1301371402
5768: It is a bush: name = qxeiqagqftfihukvuyqf, flowering month = 7
5769: It is a flower: name = zsfkvjokuuuyusecbbne, type = 1
5770: It is a bush: name = oqbkwzfbrwkxbbolgnic, flowering month = 7
5771: It is a tree: name = uzsanrfmzqplsejnspbk, age = 1255024359
5772: It is a tree: name = xyhtlqdzhevsxxgirmsc, age = 741781574
5773: It is a bush: name = vjuezzcpprsfhdbddajk, flowering month = 9
5774: It is a tree: name = igyeleqkaybaoicxrboe, age = 1440116739
5775: It is a flower: name = uijgnwbzwgenyqkunvwf, type = 2
5776: It is a tree: name = pzppqrawfaozhjexnbyb, age = 1233178214
5777: It is a tree: name = yudyobqmtxprcqvtleos, age = 184373020
5778: It is a flower: name = uhvwnesceignwuacabxz, type = 3
5779: It is a tree: name = itukgonmkxiitplebtgm, age = 1707032406
5780: It is a bush: name = btpeekllumxikpbwyqsx, flowering month = 8
5781: It is a flower: name = wvzinzsveenhydfyrdgv, type = 1
5782: It is a tree: name = lefbnnltuvpcghbetfaa, age = 461703494
5783: It is a tree: name = kgtcbdavuxbwzhzgzncc, age = 654398307
5784: It is a flower: name = qzetzwpbkycpmgvfdtzj, type = 1
5785: It is a tree: name = ebqofujpjpytmrnvcfdb, age = 48031512
5786: It is a bush: name = kfnunpvqjrolvufrewpp, flowering month = 2
5787: It is a tree: name = vgfsnmckldhcykkyymns, age = 1623034669
5788: It is a bush: name = jwicofqgyqwvwepwcisl, flowering month = 2
5789: It is a bush: name = ydxksptfsmmevbntmqwi, flowering month = 8
5790: It is a tree: name = rwbrnjfdpjgzzvjlxsse, age = 853151539
5791: It is a flower: name = yepeptzzxjwlpvownzhu, type = 3
5792: It is a tree: name = qjmiltsnpvraclxilods, age = 865291656
5793: It is a bush: name = mfjfmaojlsfuyahmfdwk, flowering month = 5
5794: It is a flower: name = sudfdpxjyczraistcmkq, type = 1
5795: It is a bush: name = ypyjwmwkgpdwuzwiturt, flowering month = 11
5796: It is a flower: name = guxdhfcxtlsdefaiudwj, type = 3
5797: It is a flower: name = zvsykaudlsdvceatsatj, type = 2
5798: It is a flower: name = vulogtbchtzcuznuqgzy, type = 1
5799: It is a bush: name = kzrqkvdpptjawmrktybk, flowering month = 9
5800: It is a tree: name = monnqqcrfdereilscmgi, age = 2117490468
5801: It is a tree: name = omuitnvornmlxqyvgunt, age = 1301913108
5802: It is a bush: name = lhoelmfydmnoauvhkzzu, flowering month = 10
5803: It is a bush: name = pljlrasqgjkkvfusthcz, flowering month = 11
5804: It is a bush: name = wqkoobkhvoywjeffrmhd, flowering month = 11
5805: It is a tree: name = cvngirlncuddjfsbkvpw, age = 522908174
5806: It is a bush: name = qrrwmmqqiwusecdeieox, flowering month = 2
5807: It is a flower: name = rgdgtjbtpqwefxiktaru, type = 1
5808: It is a tree: name = cnboxnoxgjuroaxekgka, age = 1480346751
5809: It is a bush: name = jsqlsiwmrypdojilduud, flowering month = 10
5810: It is a bush: name = vurevpodubbhwpebrmsk, flowering month = 6
5811: It is a tree: name = kwjancqebnbichtlbbxu, age = 999648927
5812: It is a tree: name = qvxnbrytypvhkbxmnqul, age = 1968527012
5813: It is a tree: name = rksegrydbbymaxvuzkwk, age = 8217931
5814: It is a tree: name = lxzaerntxkajvleoafyb, age = 734206359
5815: It is a flower: name = vpgjnlfbmtflhptyddvi, type = 2
5816: It is a tree: name = hrunczxoikcqmggvurbu, age = 1042589787
5817: It is a tree: name = rculifgrhwgknxfjvlps, age = 960503333
5818: It is a tree: name = zaorfipkllcncqxarhzq, age = 796959245
5819: It is a bush: name = zfzojnvfntulyiyeagob, flowering month = 4
5820: It is a bush: name = bgzgcovtvjntitdhiltd, flowering month = 10
5821: It is a bush: name = pabvtrlzcblydrcbjryz, flowering month = 11
5822: It is a tree: name = jnhnuhxignqdqeusbyqz, age = 1865612141
5823: It is a flower: name = vtsihzsklrxfxorjkmhw, type = 2
5824: It is a flower: name = fkkflozzgelqphpuvfki, type = 2
5825: It is a flower: name = zxsdlziemhenvwpmxcdj, type = 1
5826: It is a bush: name = ljbhpvyumlyjcwokbbco, flowering month = 6
5827: It is a tree: name = przxfbcgexczglrhjsts, age = 650116909
5828: It is a bush: name = jybjqpkxuzwdcceafiqk, flowering month = 7
5829: It is a bush: name = uefaarqvgevnznsjbqeq, flowering month = 6
5830: It is a tree: name = ywmejptwgebvmbqtwfvv, age = 823967951
5831: It is a flower: name = vybwctpwechroezmsmks, type = 3
5832: It is a tree: name = vvrzgygxvzxkehfvdzdk, age = 936414492
5833: It is a flower: name = pjrulyqqeuwficuxgfqj, type = 3
5834: It is a bush: name = ksgwbbseykgdwuvgpenj, flowering month = 5
5835: It is a tree: name = tpwranrdweetkgsomovf, age = 446293766
5836: It is a tree: name = nemlvlvnlpdpavuyehzb, age = 1922694493
5837: It is a flower: name = luzrkbswidwzbtwaonsd, type = 1
5838: It is a flower: name = idkpqtqnnsqmykjhnbvi, type = 3
5839: It is a flower: name = kfpapdeqpcifacwmyryc, type = 3
5840: It is a flower: name = ecjxtwuyuuuqoteuoocd, type = 1
5841: It is a tree: name = dggrcqufwdhztcirdjoy, age = 1520600696
5842: It is a tree: name = pzvqsmnaoglipfaeddto, age = 153908746
5843: It is a tree: name = yqmwkmtwzrhitxnlvvgr, age = 1767605669
5844: It is a bush: name = stsyzijswxsmuynrrzul, flowering month = 5
5845: It is a flower: name = ckbncjpftkpqfeqnlhkr, type = 3
5846: It is a tree: name = hgbptvnkplihjorvzgic, age = 806709663
5847: It is a bush: name = kvqwzieqjkuirsodhykl, flowering month = 8
5848: It is a tree: name = msrvmdakxgzhtvnfaifb, age = 1858218048
5849: It is a flower: name = rcarfbefupjiruerticq, type = 1
5850: It is a tree: name = qknxkzwxcdsbewbjykyi, age = 1000213213
5851: It is a flower: name = avgqchjjnigtfuzusthn, type = 2
5852: It is a tree: name = pslrejcifhxhimhiivcx, age = 601065242
5853: It is a bush: name = gqvevwodxinftwudhpru, flowering month = 9
5854: It is a flower: name = pycphvgzzjfqbtzgkeaq, type = 2
5855: It is a tree: name = hmoazlvxergwfzvwtoha, age = 1555608568
5856: It is a tree: name = opimeqgqvyxeankedhaz, age = 126935905
5857: It is a bush: name = xkmhbnzttmevuwxevjwi, flowering month = 10
5858: It is a tree: name = ffajtryekjtmrqcdupie, age = 1871740257
5859: It is a bush: name = gaprhflbrgasydmduira, flowering month = 10
5860: It is a tree: name = lmgaigulyqhiqzhiekel, age = 1040901425
5861: It is a flower: name = nmyzdxiyfnsgwovqnsro, type = 2
5862: It is a tree: name = cjflbflkwfgxiscvmjjn, age = 1883789321
5863: It is a bush: name = iganypiyffxtyqjiaqez, flowering month = 3
5864: It is a bush: name = pyzthqcvhnqxnporfrkx, flowering month = 10
5865: It is a tree: name = efqxmcgkrkexacsujnby, age = 75326574
5866: It is a bush: name = xdypzlvpeutqwqfmdkyy, flowering month = 4
5867: It is a tree: name = phgyczmgjdomsehnpasy, age = 64804155
5868: It is a flower: name = mzjcpwtbdukjiullqgqa, type = 1
5869: It is a tree: name = blcvnseudlutjigajseo, age = 132261504
5870: It is a flower: name = trwijjlqwphjquwzloin, type = 1
5871: It is a flower: name = nqnlsahlkjhnwgmvowhb, type = 3
5872: It is a tree: name = mkuaqschwjzwnwkqbazv, age = 403285255
5873: It is a flower: name = mjgxfvvvvcdehvddqbmu, type = 1
5874: It is a bush: name = omyixzxqfwlhcdrxaudz, flowering month = 8
5875: It is a tree: name = izuehggfqvrknlpfmfrr, age = 67008204
5876: It is a bush: name = hdeyjxxhxvwpjrbauiaq, flowering month = 4
5877: It is a bush: name = bbioezakcqamgiwxlpur, flowering month = 7
5878: It is a flower: name = ozytacyqpfaitipaxkmd, type = 2
5879: It is a tree: name = lfntrnlzzgsakavbiijq, age = 906197493
5880: It is a bush: name = tifzxbmccwcscmvabfcx, flowering month = 9
5881: It is a flower: name = kigefkhmuvujkeosalpg, type = 1
5882: It is a bush: name = wvrizeqlqkgoosmsgvkm, flowering month = 2
5883: It is a bush: name = gvvykddoyonkfdwctbkk, flowering month = 12
5884: It is a flower: name = prmiqbtnguattkdwecsd, type = 3
5885: It is a flower: name = wulerlfdinkhkudbrkty, type = 2
5886: It is a flower: name = gujybztrxqorjqfdqhfu, type = 3
5887: It is a bush: name = papweemfpuppvktrngxv, flowering month = 6
5888: It is a bush: name = zkrodcptkkwvvueyuhck, flowering month = 3
5889: It is a tree: name = ymcupjsubuqqovmzkbuu, age = 374420760
5890: It is a flower: name = qsofbdwqoumzjrcfmqnq, type = 2
5891: It is a bush: name = bgrkttqcjxrxcofmthvg, flowering month = 1
5892: It is a flower: name = fkjsqjcwwmfmmzntxxgk, type = 3
5893: It is a tree: name = wsryjmahencdcfortkcg, age = 52469172
5894: It is a flower: name = cygyjnywiuzfdugrxxwr, type = 2
5895: It is a bush: name = ihsxzyhhnwdqctapywoa, flowering month = 10
5896: It is a flower: name = upgireqwalvvmxfxccds, type = 2
5897: It is a flower: name = ijrimbknyguhupshzrxc, type = 3
5898: It is a tree: name = aytauqwbxrevbeibctcc, age = 1294183510
5899: It is a tree: name = suddcofugcyqrwquxyft, age = 508885047
5900: It is a bush: name = jtjzubbjsynidinehrio, flowering month = 10
5901: It is a bush: name = kmyskiqlkfehqfpsvaro, flowering month = 5
5902: It is a bush: name = vjaucnxqpurizmxapojv, flowering month = 5
5903: It is a tree: name = xlddqtwwdvyxyftjtvcd, age = 1754136214
5904: It is a tree: name = gfmworfkykbmjsrywpra, age = 1486146044
5905: It is a bush: name = qtqqjtychiuynmbhlfuq, flowering month = 9
5906: It is a tree: name = vqmyzwjdeatcrndhufun, age = 1458367621
5907: It is a bush: name = ojwpagsbgvesxgyxoejr, flowering month = 10
5908: It is a flower: name = axvbamedxyuvjntmfzaq, type = 2
5909: It is a tree: name = tbezhuervvqbtpjcfkun, age = 684211493
5910: It is a bush: name = ndckqaoeypnecpnzffng, flowering month = 3
5911: It is a tree: name = mhlmsjizkaicaphuomha, age = 71324282
5912: It is a flower: name = jqktaxoaxccofdysftyl, type = 1
5913: It is a flower: name = ekddqrzvseunplqcvqcz, type = 2
5914: It is a tree: name = pstmfipcqfkjowzybemy, age = 351360024
5915: It is a flower: name = uaruaahpoyypbcdivaos, type = 2
5916: It is a tree: name = luuwjwxqctcsjfquyeht, age = 449811281
5917: It is a tree: name = asqbmjsssafzledfdnti, age = 2036710232
5918: It is a flower: name = qbvtswjdyxvtvgcyowtj, type = 1
5919: It is a bush: name = bbfnafceohgucdwucekg, flowering month = 1
5920: It is a bush: name = dcfpnadsikquycxpdgdx, flowering month = 8
5921: It is a tree: name = jgxzvtjdqnniyrvlcxmv, age = 38923205
5922: It is a flower: name = xgybnubzzgsqldeoitpz, type = 2
5923: It is a bush: name = ackayonddwlistzubvqw, flowering month = 11
5924: It is a tree: name = cusxoqmmmmcnecacnxmg, age = 1856493763
5925: It is a tree: name = ddwsiembzuiwpcywnzqy, age = 1551395496
5926: It is a tree: name = hvfmjzqzytndietxfmyn, age = 1168739129
5927: It is a flower: name = dzzibwjdfuygmjadhhmj, type = 1
5928: It is a flower: name = rzjcmdgivhoeewihaokt, type = 1
5929: It is a flower: name = yakfeutwhibypkeidzsu, type = 1
5930: It is a flower: name = lclymgwgukhphowbrvjf, type = 2
5931: It is a flower: name = rhexussgehvacdvlgghz, type = 1
5932: It is a tree: name = gwgwfcapqwryapxctzlj, age = 1709892655
5933: It is a tree: name = mohsrfdtfghcxjpnyher, age = 1744864477
5934: It is a bush: name = ooiwlbgbwkukauvmflhy, flowering month = 7
5935: It is a flower: name = ciivypobhllarfyrmzkk, type = 2
5936: It is a flower: name = ekogknhmxrntqogrtbla, type = 3
5937: It is a flower: name = okmkexmadvinqmsvwefd, type = 3
5938: It is a bush: name = fdnvrcpwpjvusgidtwfq, flowering month = 1
5939: It is a bush: name = yurozyfmwzhvhtulyqyo, flowering month = 7
5940: It is a tree: name = jodmfdruxqlhhxlfgzzx, age = 529738935
5941: It is a flower: name = pfpxfzrwvrqyrrccbpib, type = 1
5942: It is a bush: name = csqzunooehfmppiuyidq, flowering month = 10
5943: It is a tree: name = lwoxzrchjipcwugcellm, age = 75781599
5944: It is a bush: name = kacfvcibxwvhifztjtew, flowering month = 8
5945: It is a tree: name = adcxufxbuuccjbhqelck, age = 849597038
5946: It is a bush: name = pviretfdzqsurqcrmhis, flowering month = 8
5947: It is a bush: name = mpfcjfqutyyfnywxtmya, flowering month = 1
5948: It is a bush: name = rylmigbopkiebxhgqelj, flowering month = 4
5949: It is a tree: name = tdmgcdwutlexnsgkxnmz, age = 577224617
5950: It is a tree: name = lyfvmoibsmkdneyvqtoc, age = 418658588
5951: It is a bush: name = wakigyoqnjemxcfzukuj, flowering month = 4
5952: It is a flower: name = fjldnpmtmfzsfuwcdlvl, type = 3
5953: It is a bush: name = toxjctelxzjhqjoemajk, flowering month = 5
5954: It is a bush: name = bdncxmnfbphqtrxonzco, flowering month = 8
5955: It is a flower: name = eozzfuqcajdqnybgtsok, type = 3
5956: It is a tree: name = thiokfqnszvenyvfwnqm, age = 1343266921
5957: It is a flower: name = eaecnoiaevyzhhmnrcqp, type = 3
5958: It is a tree: name = hidewwoxdlqmrdpjzovu, age = 1101171095
5959: It is a flower: name = nqnhidzkkikvfptgjtdc, type = 2
5960: It is a tree: name = ntdxxapynbutrxvaxvei, age = 692235581
5961: It is a tree: name = qmhnpstfefndofwpzwhv, age = 1412364424
5962: It is a bush: name = lwonhgpjytigspfikptz, flowering month = 9
5963: It is a bush: name = gumzwwhyiqdarzdtirko, flowering month = 7
5964: It is a bush: name = ahotjmyswdqjzopjghpx, flowering month = 11
5965: It is a flower: name = agpnvhzaprenugbvshto, type = 3
5966: It is a tree: name = nqzokghhdutyfdbfiesq, age = 501836782
5967: It is a tree: name = fvvxbueyvybpnloxboqd, age = 201576560
5968: It is a flower: name = lioazpquqeeywrepslrr, type = 2
5969: It is a flower: name = evzhwlagkhvxfslbcfft, type = 3
5970: It is a bush: name = pgzdrpfthlotqimnfjtn, flowering month = 9
5971: It is a bush: name = ufpdwrusdigakzgzttyv, flowering month = 8
5972: It is a tree: name = qyeoqawefjfffvoqgwda, age = 1635166659
