Modified container:
Container contains 5593 elements.
0: It is a bush: name = ghuygniirbypaokcfwbo, flowering month = 12
3061: It is a flower: name = ruwbakiwfzwkcayhdmmw, type = garden
3062: It is a flower: name = fbthlovgpyifevdilytm, type = potted
3063: It is a bush: name = zvkvceamlbehctorwkal, flowering month = 6
3064: It is a tree: name = gbuppidkrtguknufivzg, age = 1297808693
3065: It is a flower: name = xkgayfuutdptgmbhaspb, type = potted
3066: It is a bush: name = alsdvyctqxoafzifvpqn, flowering month = 6
3067: It is a tree: name = nbvifjuxaczvmxeqdqmq, age = 754153162
3068: It is a tree: name = xhctgonunjbrrafarqjn, age = 1062817806
3069: It is a bush: name = ompcrlmeusrqscawwyum, flowering month = 2
3070: It is a flower: name = gjyvpefhakrcerpwyduz, type = wild
3071: It is a bush: name = sljyaxrvaiwfwpikdibr, flowering month = 11
3072: It is a tree: name = awnhekhedbrqjmpduvvm, age = 98096921
3073: It is a bush: name = ijudktwdyfauojmsrkix, flowering month = 4
3074: It is a bush: name = ihpjspaalhyygoflgxfy, flowering month = 1
3075: It is a tree: name = oontxifyagzvtdkbkduj, age = 1432886197
3076: It is a bush: name = uxezgguewwapolrndaag, flowering month = 1
3077: It is a bush: name = wcxgjwqesnevirhyjzuy, flowering month = 7
3078: It is a flower: name = borrhrdqjoiwdezkexdl, type = garden
3079: It is a tree: name = yoowafsjzwwfgxtclupu, age = 897060764
3080: It is a tree: name = szhplethedtgvtnsglae, age = 1485756943
3081: It is a tree: name = eaxufurluqeevtlllptm, age = 684277964
3082: It is a flower: name = afesskgxurpubrthjgme, type = garden
3083: It is a tree: name = fhxemcqcmwmgadloxdpa, age = 1918005466
3084: It is a flower: name = ntyezaxkutqyserkteze, type = garden
3085: It is a flower: name = kkkuufdbvmlobwvuymay, type = wild
3086: It is a bush: name = ndmwpnajpixjewsqiomu, flowering month = 8
3087: It is a tree: name = ulhcqoecwhwxsicndvbi, age = 580863650
3088: It is a flower: name = wtotsraidtoepgcjjxof, type = garden
3089: It is a tree: name = cuhystylgawmglnaaypn, age = 53482956
3090: It is a bush: name = cozmaftkhdszmqudyhia, flowering month = 12
3091: It is a tree: name = dvtbosknweufieavvruk, age = 1021203398
3092: It is a bush: name = egbevrbobmlzuwkvrfuh, flowering month = 1
3093: It is a tree: name = zlaomuzdlovrklclqjdi, age = 1137701740
3094: It is a bush: name = edivvjzbqekspyuvhogh, flowering month = 7
3095: It is a tree: name = qhbthulbeynlzpedguid, age = 1601161330
3096: It is a flower: name = wrqbdlnxwtydpaeexuvz, type = garden
3097: It is a flower: name = anhqshaqyojoxawlaaww, type = garden
3098: It is a flower: name = boplibdhjoxznuotvajv, type = garden
3099: It is a tree: name = wogmhlaqxrjwrcbzreli, age = 272608220
3100: It is a bush: name = ecnrfjaeaoccrwheljkn, flowering month = 9
3101: It is a bush: name = cjuoqyiajuowpoxdnsnv, flowering month = 10
3102: It is a flower: name = btklomercwhfayrkvnfo, type = wild
3103: It is a tree: name = kasbcszxgmpwonobopef, age = 2036419867
3104: It is a flower: name = bdzewfibjvnrfiqscush, type = potted
3105: It is a bush: name = bwzktxoefzdplyupdqre, flowering month = 8
3106: It is a bush: name = bdlkkejmijwfmkfammfo, flowering month = 11
3107: It is a tree: name = qvboxgkmifjtwbugetrj, age = 544206291
3108: It is a tree: name = gdrxipazzsuxpjyitmhu, age = 748660364
3109: It is a tree: name = rceapiytfeoujiqqtdwh, age = 345615374
3110: It is a flower: name = louuuxfwziflpfwhctgd, type = wild
3111: It is a flower: name = ndsexbmvkhzfdseezbox, type = garden
3112: It is a flower: name = zoynpqdmiikfdftxusnd, type = garden
3113: It is a flower: name = kutokfilnopxnkpwzzrw, type = garden
3114: It is a flower: name = hvtfcuojiwjurhabehek, type = wild
3115: It is a flower: name = mzsrjztacguvnviozijy, type = garden
3116: It is a tree: name = bylerokfwplsvdybyuim, age = 1539696410
3117: It is a bush: name = pverdxmolwmwllqaumqa, flowering month = 6
3118: It is a flower: name = hwvuossldmhdtinaiutu, type = potted
3119: It is a bush: name = ngydqosktuyskyutujjz, flowering month = 6
3120: It is a flower: name = bpseqvrisiqrinpanpkf, type = potted
3121: It is a bush: name = alglqajcftscnsooodqc, flowering month = 3
3122: It is a tree: name = zquakokdgptypucavocv, age = 1344609889
3123: It is a flower: name = aloufdrfumrfxtkawixs, type = potted
3124: It is a bush: name = ziuwnvjokfmthpuukbra, flowering month = 5
3125: It is a bush: name = bjisjefrtqpdamwleumw, flowering month = 12
3126: It is a tree: name = piwtwztjcuucnvatxqps, age = 1560610925
3127: It is a tree: name = sfclvpdkuihmlvladixo, age = 181298317
3128: It is a tree: name = qipzfnhfhgpldwiaebmr, age = 1701631138
3129: It is a bush: name = pzvaoksajjnjtvixbueh, flowering month = 12
3130: It is a tree: name = gjqgyulutldujvgrqifc, age = 105860536
3131: It is a tree: name = tyheiymusymzzmofkhye, age = 635503365
3132: It is a flower: name = xlgzzopawxumrxerlaxx, type = potted
3133: It is a bush: name = rwgvtcesuoihimzysewg, flowering month = 1
3134: It is a bush: name = vokpieogjxsqlqpfvqvm, flowering month = 9
3135: It is a tree: name = nztranzgspgotigiluvt, age = 2050258466
3136: It is a flower: name = vhgdazikbrndorkazixo, type = garden
3137: It is a flower: name = efdaprofnfjgvjnybanu, type = wild
3138: It is a bush: name = ojbzlfsdakhwwtrloori, flowering month = 12
3139: It is a flower: name = ikzpxmoqqzhuudyijugq, type = wild
3140: It is a tree: name = yfowsviyzakheigvopxx, age = 1074979635
3141: It is a bush: name = mifhflkfaxmqaryyyodt, flowering month = 1
3142: It is a tree: name = fjgxpnxhkzcosfdeavto, age = 1932302524
3143: It is a flower: name = dgxeejyqcolpxguzztep, type = garden
3144: It is a bush: name = umjgceekvfgliufcbljf, flowering month = 4
3145: It is a bush: name = zjosresrgoqecaggqnkr, flowering month = 5
3146: It is a flower: name = dgbwsiryvjixfppairaw, type = potted
3147: It is a flower: name = euxmkvawqwotyxresewb, type = wild
3148: It is a tree: name = ltronijqgfgfouukqbsu, age = 970523493
3149: It is a tree: name = daisgmuqpxomxrtdjpug, age = 1980591897
3150: It is a tree: name = vfvnxrjiqesxvtaniayp, age = 176212508
3151: It is a bush: name = lwevhbieqvspipahzwjr, flowering month = 11
3152: It is a flower: name = tdpsowogxkhnpilinwgm, type = wild
3153: It is a bush: name = yhqalamajrbeyjtfibmm, flowering month = 11
3154: It is a tree: name = migupkexdexxwnovtfmx, age = 1551314681
3155: It is a bush: name = gycmazlilyqtibueavns, flowering month = 11
3156: It is a tree: name = svauedkkqhleaxwsiboe, age = 760178807
3157: It is a bush: name = bohgzhwjkbgoscucmapg, flowering month = 2
3158: It is a tree: name = jzjbcuklvpzheudiykzt, age = 218766965
3159: It is a tree: name = einafffyqzcosmjnpejw, age = 446559155
3160: It is a flower: name = qqeucodswtgssghwuevx, type = potted
3161: It is a flower: name = ovlllwhdclakipxhkbco, type = garden
3162: It is a bush: name = pnarliglosabuegfdlsj, flowering month = 3
3163: It is a tree: name = sopebuliuznbyuosucno, age = 1108878608
3164: It is a flower: name = ebgolfffignozbzuyqco, type = garden
3165: It is a bush: name = mzfszscdbzyknzeuwuav, flowering month = 10
3166: It is a bush: name = gnjjpsqfioazdpkwtemr, flowering month = 6
3167: It is a tree: name = zotjuxxcpqreeviizlde, age = 2071979172
3168: It is a flower: name = ihkcpvbjutcyeysmefte, type = potted
3169: It is a bush: name = yaplweuurlappjkbcslp, flowering month = 2
3170: It is a tree: name = jhlkyilijtcaeycazlyf, age = 1878789351
3171: It is a bush: name = ipddqgkttkuzibpgwuyo, flowering month = 4
3172: It is a tree: name = gemiziubqdyffzsouqii, age = 4212644
3173: It is a tree: name = ykypkzasgkdqjzpsoone, age = 1069912992
3174: It is a tree: name = fkizpehamdsufagocrvt, age = 344019072
3175: It is a flower: name = ttsouximncuayyooyhje, type = wild
3176: It is a bush: name = pgponbcwhmqrsikhezga, flowering month = 4
3177: It is a flower: name = svowhklubcltoqhcoebd, type = potted
3178: It is a bush: name = bijfgizopxtpqkzwijii, flowering month = 12
3179: It is a tree: name = sickaemppuroqgacxkhd, age = 1794289205
3180: It is a tree: name = ukmmktjvymmoleivbehd, age = 1794892786
3181: It is a tree: name = kufxornyyqvoiyvttmri, age = 1934834480
3182: It is a flower: name = sbbxucezvytwoslubljr, type = garden
3183: It is a flower: name = yltasubotnveolnzqoqp, type = wild
3184: It is a flower: name = ikmuieeafrakqymzaqsv, type = wild
3185: It is a tree: name = agurodciubirwcccpzii, age = 410815387
3186: It is a tree: name = retzottywmuzgehmwfop, age = 341331894
3187: It is a bush: name = ffegezkjzviujncqslqu, flowering month = 11
3188: It is a bush: name = darrfdmudhzvubetctcw, flowering month = 3
3189: It is a tree: name = asbsviufnnverrvlkktk, age = 1243739079
3190: It is a flower: name = edsfhrnkiuppsbbockni, type = wild
3191: It is a tree: name = laszxwqsddntqhchaura, age = 1283100103
3192: It is a bush: name = dmoxsternsbtokomolgl, flowering month = 2
3193: It is a tree: name = zhyttdukviurofycbxby, age = 1175782442
3194: It is a bush: name = zawvnfnahndbfwahpzba, flowering month = 4
3195: It is a bush: name = bqexunqtpbweoiicqomc, flowering month = 11
3196: It is a tree: name = hiydrxbasivclyaioglz, age = 1207212574
3197: It is a flower: name = awrwbtucykgzexemlkoy, type = potted
3198: It is a tree: name = pruaambonkquohyruerj, age = 1301371402
3199: It is a bush: name = qxeiqagqftfihukvuyqf, flowering month = 7
3200: It is a flower: name = zsfkvjokuuuyusecbbne, type = potted
3201: It is a tree: name = igyeleqkaybaoicxrboe, age = 1440116739
3202: It is a flower: name = uijgnwbzwgenyqkunvwf, type = garden
3203: It is a tree: name = pzppqrawfaozhjexnbyb, age = 1233178214
3204: It is a tree: name = yudyobqmtxprcqvtleos, age = 184373020
3205: It is a flower: name = uhvwnesceignwuacabxz, type = wild
3206: It is a tree: name = itukgonmkxiitplebtgm, age = 1707032406
3207: It is a bush: name = btpeekllumxikpbwyqsx, flowering month = 8
3208: It is a tree: name = lefbnnltuvpcghbetfaa, age = 461703494
3209: It is a bush: name = kfnunpvqjrolvufrewpp, flowering month = 2
3210: It is a bush: name = jwicofqgyqwvwepwcisl, flowering month = 2
3211: It is a flower: name = yepeptzzxjwlpvownzhu, type = wild
3212: It is a tree: name = qjmiltsnpvraclxilods, age = 865291656
3213: It is a bush: name = mfjfmaojlsfuyahmfdwk, flowering month = 5
3214: It is a flower: name = guxdhfcxtlsdefaiudwj, type = wild
3215: It is a flower: name = zvsykaudlsdvceatsatj, type = garden
3216: It is a flower: name = vulogtbchtzcuznuqgzy, type = potted
3217: It is a tree: name = monnqqcrfdereilscmgi, age = 2117490468
3218: It is a tree: name = omuitnvornmlxqyvgunt, age = 1301913108
3219: It is a bush: name = lhoelmfydmnoauvhkzzu, flowering month = 10
3220: It is a bush: name = wqkoobkhvoywjeffrmhd, flowering month = 11
3221: It is a bush: name = qrrwmmqqiwusecdeieox, flowering month = 2
3222: It is a flower: name = rgdgtjbtpqwefxiktaru, type = potted
3223: It is a tree: name = cnboxnoxgjuroaxekgka, age = 1480346751
3224: It is a bush: name = jsqlsiwmrypdojilduud, flowering month = 10
3225: It is a bush: name = vurevpodubbhwpebrmsk, flowering month = 6
3226: It is a tree: name = kwjancqebnbichtlbbxu, age = 999648927
3227: It is a tree: name = lxzaerntxkajvleoafyb, age = 734206359
3228: It is a tree: name = hrunczxoikcqmggvurbu, age = 1042589787
3229: It is a tree: name = zaorfipkllcncqxarhzq, age = 796959245
3230: It is a bush: name = zfzojnvfntulyiyeagob, flowering month = 4
3231: It is a tree: name = jnhnuhxignqdqeusbyqz, age = 1865612141
3232: It is a flower: name = fkkflozzgelqphpuvfki, type = garden
3233: It is a bush: name = jybjqpkxuzwdcceafiqk, flowering month = 7
3234: It is a bush: name = uefaarqvgevnznsjbqeq, flowering month = 6
3235: It is a flower: name = pjrulyqqeuwficuxgfqj, type = wild
3236: It is a tree: name = tpwranrdweetkgsomovf, age = 446293766
3237: It is a tree: name = nemlvlvnlpdpavuyehzb, age = 1922694493
3238: It is a flower: name = luzrkbswidwzbtwaonsd, type = potted
3239: It is a flower: name = kfpapdeqpcifacwmyryc, type = wild
3240: It is a flower: name = ecjxtwuyuuuqoteuoocd, type = potted
3241: It is a tree: name = pzvqsmnaoglipfaeddto, age = 153908746
3242: It is a bush: name = kvqwzieqjkuirsodhykl, flowering month = 8
3243: It is a flower: name = rcarfbefupjiruerticq, type = potted
3244: It is a flower: name = avgqchjjnigtfuzusthn, type = garden
3245: It is a tree: name = pslrejcifhxhimhiivcx, age = 601065242
3246: It is a bush: name = gqvevwodxinftwudhpru, flowering month = 9
3247: It is a tree: name = hmoazlvxergwfzvwtoha, age = 1555608568
3248: It is a tree: name = opimeqgqvyxeankedhaz, age = 126935905
3249: It is a bush: name = xkmhbnzttmevuwxevjwi, flowering month = 10
3250: It is a tree: name = ffajtryekjtmrqcdupie, age = 1871740257
3251: It is a bush: name = gaprhflbrgasydmduira, flowering month = 10
3252: It is a tree: name = lmgaigulyqhiqzhiekel, age = 1040901425
3253: It is a bush: name = iganypiyffxtyqjiaqez, flowering month = 3
3254: It is a tree: name = efqxmcgkrkexacsujnby, age = 75326574
3255: It is a flower: name = mzjcpwtbdukjiullqgqa, type = potted
3256: It is a tree: name = blcvnseudlutjigajseo, age = 132261504
3257: It is a flower: name = trwijjlqwphjquwzloin, type = potted
3258: It is a bush: name = omyixzxqfwlhcdrxaudz, flowering month = 8
3259: It is a bush: name = hdeyjxxhxvwpjrbauiaq, flowering month = 4
3260: It is a bush: name = bbioezakcqamgiwxlpur, flowering month = 7
3261: It is a flower: name = ozytacyqpfaitipaxkmd, type = garden
3262: It is a tree: name = lfntrnlzzgsakavbiijq, age = 906197493
3263: It is a flower: name = kigefkhmuvujkeosalpg, type = potted
3264: It is a bush: name = wvrizeqlqkgoosmsgvkm, flowering month = 2
3265: It is a flower: name = prmiqbtnguattkdwecsd, type = wild
3266: It is a flower: name = wulerlfdinkhkudbrkty, type = garden
3267: It is a bush: name = papweemfpuppvktrngxv, flowering month = 6
3268: It is a bush: name = zkrodcptkkwvvueyuhck, flowering month = 3
3269: It is a tree: name = ymcupjsubuqqovmzkbuu, age = 374420760
3270: It is a bush: name = ihsxzyhhnwdqctapywoa, flowering month = 10
3271: It is a flower: name = upgireqwalvvmxfxccds, type = garden
3272: It is a flower: name = ijrimbknyguhupshzrxc, type = wild
3273: It is a tree: name = aytauqwbxrevbeibctcc, age = 1294183510
3274: It is a tree: name = suddcofugcyqrwquxyft, age = 508885047
3275: It is a bush: name = jtjzubbjsynidinehrio, flowering month = 10
3276: It is a bush: name = kmyskiqlkfehqfpsvaro, flowering month = 5
3277: It is a bush: name = vjaucnxqpurizmxapojv, flowering month = 5
3278: It is a tree: name = vqmyzwjdeatcrndhufun, age = 1458367621
3279: It is a bush: name = ojwpagsbgvesxgyxoejr, flowering month = 10
3280: It is a flower: name = axvbamedxyuvjntmfzaq, type = garden
3281: It is a tree: name = tbezhuervvqbtpjcfkun, age = 684211493
3282: It is a bush: name = ndckqaoeypnecpnzffng, flowering month = 3
3283: It is a tree: name = mhlmsjizkaicaphuomha, age = 71324282
3284: It is a flower: name = jqktaxoaxccofdysftyl, type = potted
3285: It is a flower: name = uaruaahpoyypbcdivaos, type = garden
3286: It is a tree: name = luuwjwxqctcsjfquyeht, age = 449811281
3287: It is a tree: name = asqbmjsssafzledfdnti, age = 2036710232
3288: It is a bush: name = bbfnafceohgucdwucekg, flowering month = 1
3289: It is a flower: name = xgybnubzzgsqldeoitpz, type = garden
3290: It is a bush: name = ackayonddwlistzubvqw, flowering month = 11
3291: It is a tree: name = cusxoqmmmmcnecacnxmg, age = 1856493763
3292: It is a tree: name = ddwsiembzuiwpcywnzqy, age = 1551395496
3293: It is a flower: name = rzjcmdgivhoeewihaokt, type = potted
3294: It is a flower: name = yakfeutwhibypkeidzsu, type = potted
3295: It is a flower: name = rhexussgehvacdvlgghz, type = potted
3296: It is a bush: name = ooiwlbgbwkukauvmflhy, flowering month = 7
3297: It is a flower: name = ciivypobhllarfyrmzkk, type = garden
3298: It is a flower: name = ekogknhmxrntqogrtbla, type = wild
3299: It is a flower: name = okmkexmadvinqmsvwefd, type = wild
3300: It is a bush: name = yurozyfmwzhvhtulyqyo, flowering month = 7
3301: It is a bush: name = csqzunooehfmppiuyidq, flowering month = 10
3302: It is a tree: name = lwoxzrchjipcwugcellm, age = 75781599
3303: It is a bush: name = kacfvcibxwvhifztjtew, flowering month = 8
3304: It is a tree: name = adcxufxbuuccjbhqelck, age = 849597038
3305: It is a bush: name = pviretfdzqsurqcrmhis, flowering month = 8
3306: It is a bush: name = rylmigbopkiebxhgqelj, flowering month = 4
3307: It is a tree: name = lyfvmoibsmkdneyvqtoc, age = 418658588
3308: It is a bush: name = wakigyoqnjemxcfzukuj, flowering month = 4
3309: It is a bush: name = toxjctelxzjhqjoemajk, flowering month = 5
3310: It is a flower: name = eozzfuqcajdqnybgtsok, type = wild
3311: It is a flower: name = eaecnoiaevyzhhmnrcqp, type = wild
3312: It is a tree: name = hidewwoxdlqmrdpjzovu, age = 1101171095
3313: It is a tree: name = ntdxxapynbutrxvaxvei, age = 692235581
3314: It is a bush: name = gumzwwhyiqdarzdtirko, flowering month = 7
3315: It is a flower: name = agpnvhzaprenugbvshto, type = wild
3316: It is a tree: name = nqzokghhdutyfdbfiesq, age = 501836782
3317: It is a tree: name = fvvxbueyvybpnloxboqd, age = 201576560
3318: It is a flower: name = lioazpquqeeywrepslrr, type = garden
3319: It is a bush: name = ufpdwrusdigakzgzttyv, flowering month = 8
3320: It is a tree: name = qyeoqawefjfffvoqgwda, age = 1635166659
3321: It is a tree: name = quxxgnovltwegptryxat, age = 956017147
3322: It is a tree: name = kspaqomlnxjeyaehgjwg, age = 888820783
3323: It is a bush: name = gzsbgofuaujjulbdsnmw, flowering month = 4
3324: It is a tree: name = uiwgbqekospzvkzklwff, age = 1733962100
3325: It is a flower: name = hegzwzpvgwwuslhhsadu, type = wild
3326: It is a flower: name = oihqoqqtbbvejcmokpuc, type = wild
3327: It is a bush: name = kcvanaodnogonphovlva, flowering month = 7
3328: It is a bush: name = qeiluqgpxepezhcrnxjp, flowering month = 9
3329: It is a flower: name = zwwjagwptomauymmvqsf, type = potted
3330: It is a tree: name = rlnlugmjblguerzvlloq, age = 569999871
3331: It is a flower: name = tsexuumvbxegovbwfpaq, type = garden
3332: It is a bush: name = kwrciwipuhiszwfxmfhw, flowering month = 6
3333: It is a bush: name = xjduxazlynorybtdfiwa, flowering month = 5
3334: It is a flower: name = iyavbmdpwsimidpxdtob, type = wild
3335: It is a flower: name = najqbrykwxypfhtujiuf, type = potted
3336: It is a flower: name = aigbmkszfcvbmtqadnme, type = potted
3337: It is a tree: name = fzsjeftmbdsiuqivvknm, age = 2016373016
3338: It is a tree: name = vhyllpiyvaefmbviicih, age = 1821058798
3339: It is a bush: name = oejwbxmbxaddtpvoykam, flowering month = 11
3340: It is a flower: name = xtztaghwhoelchuvjdcq, type = potted
3341: It is a flower: name = iqxramniuyrdbynxvhhm, type = wild
3342: It is a flower: name = osatbvfwputxfpswonlf, type = potted
3343: It is a flower: name = lqnznalnenwhievhnyxl, type = garden
3344: It is a tree: name = wsfsyoueabithetgdhcx, age = 1056583027
3345: It is a flower: name = cuiqjzehkzvczeymzsds, type = garden
3346: It is a bush: name = jhvmahzurcoicpzoqato, flowering month = 6
3347: It is a tree: name = wtpofzfgzczubhdhafem, age = 517870698
3348: It is a tree: name = utzswtiomyarqfphdqje, age = 1270525116
3349: It is a flower: name = hocereaadlyheweniudd, type = potted
3350: It is a tree: name = npjpjwtlrypsnaoewsil, age = 86722092
3351: It is a bush: name = fbsgpkktsxavfukapaut, flowering month = 11
3352: It is a tree: name = ybxlnaropqwqqniexaaq, age = 62369689
3353: It is a bush: name = dtjyaqxhfovmlyqopfbi, flowering month = 5
3354: It is a tree: name = ukpetyqzpyoisgocskjz, age = 1950883415
3355: It is a bush: name = pwhdvtkzobuoeywskgqm, flowering month = 3
3356: It is a tree: name = fzgqzerkojypizxgeuzl, age = 662908161
3357: It is a flower: name = gwapasqfgqqwgshvxxiu, type = wild
3358: It is a bush: name = fzdlbodijvgitdtstepa, flowering month = 6
3359: It is a tree: name = pivhmzcxkspxjyipsdui, age = 1499054810
3360: It is a bush: name = ioehrcrokpxqucpjcmbf, flowering month = 7
3361: It is a bush: name = ibdpijgdnztleqhjkuyj, flowering month = 12
3362: It is a bush: name = oekicpaqcbguslvzursf, flowering month = 10
3363: It is a tree: name = jaiifxtjxfikqateskur, age = 168352467
3364: It is a flower: name = xfmmdnfeslivconugmyv, type = wild
3365: It is a flower: name = hllifahzfmeifwawiymy, type = garden
3366: It is a tree: name = aqebinahvbkownzvkikw, age = 1644074645
3367: It is a flower: name = ubdsojzbliqozwsecuwe, type = wild
3368: It is a tree: name = qgonzpwuvofpxioabbmr, age = 386971557
3369: It is a flower: name = dqlijiejfnxphgzuxdyh, type = potted
3370: It is a flower: name = wwvrkrumltbfdltaamno, type = potted
3371: It is a bush: name = luebijlqmxtjdguuvljv, flowering month = 3
3372: It is a tree: name = fxuzqfyuirgrlkhexfaj, age = 59836545
3373: It is a flower: name = yselcduadvocwamnzfed, type = garden
3374: It is a tree: name = dgxvthvoomuuervjmqxg, age = 502160934
3375: It is a tree: name = thnoglasrkueyhqsklpz, age = 1768014479
3376: It is a bush: name = liuqakukpilrlvtlgqjr, flowering month = 7
3377: It is a bush: name = wpgxdpcvznilhuaqsvuu, flowering month = 6
3378: It is a bush: name = itybhimaniufwnngrygs, flowering month = 5
3379: It is a tree: name = uqyqeewbggkipiimulaj, age = 1988080787
3380: It is a flower: name = gmcoqblvozfblsheidtd, type = potted
3381: It is a tree: name = aqrwrvogojffulhnmguk, age = 1411606780
3382: It is a bush: name = umcjxfmmubcleuxthdjr, flowering month = 11
3383: It is a flower: name = nibeicejvkzpbikdueqa, type = wild
3384: It is a bush: name = vzkhxssoysswrvepeenz, flowering month = 10
3385: It is a flower: name = tgakwaoxdxodsrjpgcqh, type = wild
3386: It is a bush: name = gtpdyrtxaloopgpocujt, flowering month = 1
3387: It is a bush: name = racnozfsnklxavgsaiel, flowering month = 7
3388: It is a flower: name = myqapfrsdiowornjfnht, type = garden
3389: It is a flower: name = anyhbetndobskibwdqvy, type = potted
3390: It is a tree: name = mykfedniuexmfifvhxmg, age = 40674866
3391: It is a tree: name = ulbqdzswoerwrrssoxqe, age = 938257101
3392: It is a bush: name = auacqfegzjrwsbbgagzs, flowering month = 12
3393: It is a tree: name = wzqouvavmdwwukrhpwne, age = 910955163
3394: It is a flower: name = udlpamxtgajhtjgnlotb, type = potted
3395: It is a bush: name = hbzkedzurruyitkufttp, flowering month = 12
3396: It is a bush: name = svwolfeoahkluznnncwt, flowering month = 6
3397: It is a tree: name = xsifeqatmcbikbkyrecy, age = 1628667087
3398: It is a flower: name = nedihzpbkuligdxsfolr, type = potted
3399: It is a tree: name = cblentascacusdnoabds, age = 436755626
3400: It is a tree: name = eeowyefkmabeoxeadsli, age = 2011024108
3401: It is a flower: name = ytholyxvokawibhrjfni, type = potted
3402: It is a tree: name = uczhlzhrllaurrcmgfes, age = 498393318
3403: It is a flower: name = kwngqbowaxodfqarceaw, type = garden
3404: It is a bush: name = vplysixvglxqvilamuzv, flowering month = 12
3405: It is a tree: name = segvriznzuxpdykrnagq, age = 1257490531
3406: It is a flower: name = utuilclgswftowhwiuih, type = garden
3407: It is a flower: name = wzqyscchxixfoouszrcm, type = potted
3408: It is a flower: name = tkbmqzudoidrbfadrmjs, type = garden
3409: It is a bush: name = zpcjowniogrhmqjvosin, flowering month = 3
3410: It is a bush: name = vjlyotamnvkieezdxqcm, flowering month = 12
3411: It is a flower: name = blsmxifyyiisaqiwrrar, type = wild
3412: It is a bush: name = fldihhuwkuevrkwewndr, flowering month = 5
3413: It is a tree: name = okxpoelevkulhkchudez, age = 1142837658
3414: It is a bush: name = xixambyyahzizwlvxysx, flowering month = 12
3415: It is a tree: name = hzeqvscaqvqftzxdfoax, age = 404334046
3416: It is a flower: name = ctxpolxtagqaqgcsbaxs, type = potted
3417: It is a tree: name = rfjeoelnujubmzsbrdfz, age = 339815444
3418: It is a tree: name = ngiuqbgqvvyugiqazrfb, age = 921070639
3419: It is a bush: name = nlmnvvuycikuczevqoek, flowering month = 5
3420: It is a bush: name = tjidtdeuwnjuhmjstqve, flowering month = 4
3421: It is a flower: name = tllvpluipdwcpocamccd, type = garden
3422: It is a tree: name = pqaqadnglwdqaizytiir, age = 679330127
3423: It is a bush: name = jzodjefzxqpolldorpve, flowering month = 1
3424: It is a flower: name = xlhzzvailptfqauhytey, type = garden
3425: It is a tree: name = ealrfrpbwwkpjhgoixfm, age = 1527596900
3426: It is a bush: name = gwothdrxqkunaolwhmiq, flowering month = 12
3427: It is a flower: name = hdobostaezijsybegnwn, type = potted
3428: It is a bush: name = gltsarxjvjwleqyeqyob, flowering month = 3
3429: It is a flower: name = ccswanuwugxmuruuhozm, type = garden
3430: It is a bush: name = jgohtfngmqfvvjcaiuux, flowering month = 9
3431: It is a tree: name = vgcqhgouwotiawxdbqib, age = 536217642
3432: It is a flower: name = lzhpyiijbuwnhcudxkpa, type = garden
3433: It is a tree: name = vluufhxtiizrsqyemdme, age = 285698792
3434: It is a bush: name = dbrscojfbnisakfjidfk, flowering month = 10
3435: It is a tree: name = huvhhizvnasawjricolr, age = 940494757
3436: It is a bush: name = weqdugkvvajzyywklbeh, flowering month = 9
3437: It is a tree: name = asyhbvxiwekgfaydciid, age = 452105193
3438: It is a tree: name = nxdznnsafehyiytbissu, age = 1686474418
3439: It is a flower: name = ypqxqagmunsciowyydmf, type = garden
3440: It is a flower: name = cxlvihuifnsqgtnuxezx, type = potted
3441: It is a flower: name = tqcwquyoaqdsvtapcmfj, type = wild
3442: It is a flower: name = bwstnslvfxxqobukohud, type = garden
3443: It is a flower: name = lmwmlwikxymlrolcneob, type = wild
3444: It is a bush: name = oezhyxoucxqxnsnizotm, flowering month = 1
3445: It is a tree: name = jwezqpcqewbqezxtyofi, age = 301406753
3446: It is a flower: name = bpxfenmpwctklulkidco, type = wild
3447: It is a flower: name = xvtciolqzhnekpozuwdy, type = garden
3448: It is a flower: name = iyikhbbymanyouxcnisz, type = wild
3449: It is a tree: name = pwrmkaumxagkxbueyoyg, age = 1307722452
3450: It is a bush: name = uubidvrpmxylilnwelki, flowering month = 6
3451: It is a flower: name = viuwdcqazrkptpywlwow, type = potted
3452: It is a bush: name = vwqwnqaqaflrzowrbrbe, flowering month = 12
3453: It is a bush: name = liwceabeyuscvvtqkibw, flowering month = 7
3454: It is a tree: name = adygjnzijtmeecmbkzhm, age = 704497741
3455: It is a bush: name = nwwexhuidyxvrnekenrf, flowering month = 11
3456: It is a flower: name = bkirroszhcwripvygeia, type = wild
3457: It is a tree: name = qabdnorvqrypamjoppvb, age = 2048330969
3458: It is a tree: name = boyvefhwzgnaagbxjxko, age = 1450837752
3459: It is a bush: name = yzbqybqwcfeubnpmupik, flowering month = 3
3460: It is a flower: name = kslcuzmjkatajieorzjr, type = garden
3461: It is a tree: name = dhboxfixlbxrfqqteupv, age = 1685937220
3462: It is a bush: name = xpwercxyaivqzhwowvvk, flowering month = 11
3463: It is a flower: name = putsdyjxmbgpruvyofgi, type = potted
3464: It is a bush: name = rvgrivtlejrkiconmsjn, flowering month = 6
3465: It is a bush: name = seisalkzwwibowoiqczs, flowering month = 5
3466: It is a tree: name = dyalanhqkonmnesbztbh, age = 1015850282
3467: It is a flower: name = eczletsemayjsqahlzoh, type = garden
3468: It is a flower: name = vhshckiwyeghpgextamg, type = garden
